type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
verbe;B1;;genügen;suffire;to be enough;Eine halbe Stunde genügt mir.;Une demi-heure me suffit.;Half an hour is enough for me.
verbe;B1;;greifen;saisir, attraper;to grasp, to reach for;Das Kind greift nach dem Löffel.;L'enfant attrape la cuillère.;The child reaches for the spoon.
verbe;B1;;hassen;détester, haïr;to hate;Ich hasse lange Wartezeiten.;Je déteste les longues attentes.;I hate long waits.
verbe;B1;;heben;lever, soulever;to lift;Er hebt den Koffer auf den Tisch.;Il soulève la valise sur la table.;He lifts the suitcase onto the table.
verbe;B1;;hinterlassen;laisser (derrière soi);to leave (behind);Hinterlassen Sie bitte eine Nachricht.;Laissez un message, s'il vous plaît.;Please leave a message.
verbe;B1;;hupen;klaxonner;to honk;In der Stadt darf man nachts nicht hupen.;En ville, on ne peut pas klaxonner la nuit.;In town you may not honk at night.
verbe;B1;;integrieren;intégrer;to integrate;Der Kurs integriert neue Bewohner in die Stadt.;Le cours intègre les nouveaux habitants à la ville.;The course integrates new residents into the town.
verbe;B1;;jobben;faire un petit boulot;to do casual work;In den Ferien jobbe ich im Café.;Pendant les vacances, je fais un petit boulot au café.;In the holidays I do casual work at the café.
verbe;B1;;kaputtgehen;tomber en panne, se casser;to break down;Billige Geräte gehen schnell kaputt.;Les appareils bon marché tombent vite en panne.;Cheap devices break down quickly.
verbe;B1;;kaputtmachen;casser, abîmer;to break, to ruin;Mach das Spielzeug nicht kaputt!;Ne casse pas le jouet !;Don't break the toy!
verbe;B1;;klicken;cliquer;to click;Klicken Sie auf das grüne Feld.;Cliquez sur la case verte.;Click on the green box.
verbe;B1;;klingeln;sonner;to ring;Es klingelt an der Tür.;On sonne à la porte.;Someone's ringing at the door.
verbe;B1;;klopfen;frapper (à la porte);to knock;Bitte klopfen Sie, bevor Sie eintreten.;Frappez avant d'entrer, s'il vous plaît.;Please knock before entering.
verbe;B1;;klären;clarifier, tirer au clair;to clarify;Wir klären das morgen mit dem Chef.;Nous tirerons cela au clair demain avec le chef.;We'll clarify that with the boss tomorrow.
verbe;B1;;kopieren;copier, photocopier;to copy;Ich kopiere den Ausweis für den Antrag.;Je photocopie la pièce d'identité pour la demande.;I'm copying the ID for the application.
verbe;B1;;korrigieren;corriger;to correct;Die Lehrerin korrigiert die Tests.;La professeure corrige les tests.;The teacher corrects the tests.
verbe;B1;;lächeln;sourire;to smile;Sie lächelt auf dem Foto.;Elle sourit sur la photo.;She's smiling in the photo.
verbe;B1;;messen;mesurer;to measure;Die Ärztin misst meinen Blutdruck.;La médecin mesure ma tension.;The doctor measures my blood pressure.
verbe;B1;;mischen;mélanger;to mix;Man mischt Mehl und Zucker.;On mélange la farine et le sucre.;You mix flour and sugar.
verbe;B1;;nachschlagen;consulter (un dictionnaire);to look up;Ich schlage das Wort im Wörterbuch nach.;Je cherche le mot dans le dictionnaire.;I look the word up in the dictionary.
verbe;B1;;nähen;coudre;to sew;Meine Mutter näht mir einen Rock.;Ma mère me coud une jupe.;My mother is sewing me a skirt.
verbe;B1;;nützen;servir, être utile à;to be of use;Das nützt mir leider nichts.;Cela ne me sert malheureusement à rien.;Unfortunately that's no use to me.
verbe;B1;;ordnen;ranger, classer;to arrange, to sort;Ich ordne die Papiere nach Datum.;Je classe les papiers par date.;I sort the papers by date.
verbe;B1;;pflegen;soigner, prendre soin de;to care for;Sie pflegt ihre kranke Mutter zu Hause.;Elle soigne sa mère malade à la maison.;She cares for her sick mother at home.
verbe;B1;;probieren;"goûter ; essayer";"to taste; to try";Probier mal den Kuchen!;Goûte le gâteau !;Try the cake!
verbe;B1;;präsentieren;présenter;to present;Morgen präsentiere ich das Projekt.;Demain, je présente le projet.;Tomorrow I'm presenting the project.
verbe;B1;;regeln;régler, organiser;to regulate, to settle;Ein Gesetz regelt die Öffnungszeiten.;Une loi régit les heures d'ouverture.;A law regulates the opening hours.
verbe;B1;;schreien;crier;to shout, to scream;Das Baby schreit die ganze Nacht.;Le bébé crie toute la nuit.;The baby screams all night.
verbe;B1;;schätzen;"estimer ; apprécier";"to estimate; to appreciate";Ich schätze die Fahrt auf zwei Stunden.;J'estime le trajet à deux heures.;I estimate the trip at two hours.
verbe;B1;;spazieren;se promener;to stroll;Sonntags spazieren wir am Fluss.;Le dimanche, nous nous promenons au bord de la rivière.;On Sundays we stroll by the river.
verbe;B1;;stammen;provenir, être originaire de;to come from, to originate;Meine Familie stammt aus Anatolien.;Ma famille est originaire d'Anatolie.;My family comes from Anatolia.
verbe;B1;;stinken;puer, sentir mauvais;to stink;Der Müll stinkt in der Hitze.;Les ordures puent à la chaleur.;The rubbish stinks in the heat.
verbe;B1;;stoppen;arrêter, stopper;to stop;Die Polizei stoppt den Wagen.;La police arrête la voiture.;The police stop the car.
verbe;B1;;streiken;faire grève;to strike;Die Busfahrer streiken seit Montag.;Les chauffeurs de bus font grève depuis lundi.;The bus drivers have been on strike since Monday.
verbe;B1;;stören;déranger;to disturb;Entschuldigung, störe ich?;Excusez-moi, je dérange ?;Excuse me, am I disturbing you?
verbe;B1;;trocknen;sécher;to dry;Die Wäsche trocknet auf dem Balkon.;Le linge sèche sur le balcon.;The laundry is drying on the balcony.
verbe;B1;;unterbrechen;interrompre;to interrupt;Bitte unterbrich mich nicht.;Ne m'interromps pas, s'il te plaît.;Please don't interrupt me.
verbe;B1;;unterrichten;enseigner;to teach;Sie unterrichtet Deutsch an der Volkshochschule.;Elle enseigne l'allemand à l'université populaire.;She teaches German at the adult education centre.
verbe;B1;;unterscheiden;distinguer;to distinguish;Ich unterscheide die zwei Wörter nicht.;Je ne distingue pas les deux mots.;I can't tell the two words apart.
verbe;B1;;verbringen;passer (du temps);to spend (time);Wir verbringen den Sommer am Meer.;Nous passons l'été au bord de la mer.;We spend the summer by the sea.
verbe;B1;;verlangen;exiger, demander;to demand;Das Amt verlangt eine Kopie vom Ausweis.;L'administration exige une copie de la pièce d'identité.;The authority demands a copy of the ID.
verbe;B1;;versichern;assurer;"to insure; to assure";Wir versichern das Auto bei dieser Firma.;Nous assurons la voiture auprès de cette compagnie.;We insure the car with this company.
verbe;B1;;versprechen;promettre;to promise;Ich verspreche dir, morgen zu kommen.;Je te promets de venir demain.;I promise you I'll come tomorrow.
verbe;B1;;vertreten;"représenter ; remplacer";"to represent; to stand in for";Heute vertrete ich meine Kollegin.;Aujourd'hui, je remplace ma collègue.;Today I'm standing in for my colleague.
verbe;B1;;verwechseln;confondre;to mix up, to confuse;Ich verwechsle die beiden Brüder immer.;Je confonds toujours les deux frères.;I always mix up the two brothers.
verbe;B1;;verwenden;employer, utiliser;to use;Für den Kuchen verwende ich Butter.;Pour le gâteau, j'utilise du beurre.;For the cake I use butter.
verbe;B1;;vorhaben;avoir l'intention de, prévoir;to plan, to intend;Was hast du am Wochenende vor?;Qu'est-ce que tu prévois pour le week-end ?;What are you planning for the weekend?
verbe;B1;;vorkommen;arriver, se produire;to occur, to happen;So etwas kommt selten vor.;Une chose pareille arrive rarement.;Something like that rarely happens.
verbe;B1;;vorlesen;lire à voix haute;to read aloud;Abends lese ich meinem Sohn vor.;Le soir, je fais la lecture à mon fils.;In the evening I read aloud to my son.
verbe;B1;;warnen;avertir, mettre en garde;to warn;Der Wetterdienst warnt vor Sturm.;Le service météo met en garde contre la tempête.;The weather service warns of a storm.
verbe;B1;;werfen;jeter, lancer;to throw;Wirf den Ball zu mir!;Lance-moi le ballon !;Throw me the ball!
verbe;B1;;wiegen;peser;to weigh;Der Koffer wiegt zwanzig Kilo.;La valise pèse vingt kilos.;The suitcase weighs twenty kilos.
verbe;B1;;winken;faire signe de la main;to wave;Die Kinder winken vom Fenster.;Les enfants font signe depuis la fenêtre.;The children wave from the window.
verbe;B1;;zugehen;"s'approcher de ; se fermer";"to approach; to close";Der Winter geht langsam zu Ende.;L'hiver touche lentement à sa fin.;Winter is slowly coming to an end.
verbe;B1;;zurechtkommen;se débrouiller, s'en sortir;to manage, to cope;Kommst du mit dem neuen Programm zurecht?;Tu t'en sors avec le nouveau logiciel ?;Are you managing with the new program?
verbe;B1;;zuschauen;regarder, assister à;to watch;Die Kinder schauen den Spielern zu.;Les enfants regardent les joueurs.;The children watch the players.
verbe;B1;;überfahren;"écraser ; brûler (un feu)";"to run over; to jump (a light)";Pass auf, dass du die rote Ampel nicht überfährst.;Fais attention à ne pas brûler le feu rouge.;Be careful not to jump the red light.
verbe;B1;;überholen;dépasser, doubler;to overtake;Hier darf man nicht überholen.;Ici, on n'a pas le droit de doubler.;You may not overtake here.
verbe;B1;;übernachten;passer la nuit, loger;to stay overnight;Wir übernachten bei Freunden.;Nous logeons chez des amis.;We're staying overnight with friends.
verbe;B1;;überprüfen;vérifier, contrôler;to check;Bitte überprüfen Sie Ihre Daten.;Veuillez vérifier vos données.;Please check your details.
verbe;B1;;überqueren;traverser;to cross;Überqueren Sie die Straße an der Ampel.;Traversez la rue au feu.;Cross the road at the lights.
verbe;B1;;übertreiben;exagérer;to exaggerate;Du übertreibst schon wieder.;Tu exagères encore.;You're exaggerating again.
verbe;B1;;achten;"faire attention à ; respecter";"to pay attention to; to respect";Achte bitte auf die Kinder.;Fais attention aux enfants, s'il te plaît.;Please keep an eye on the children.
verbe;B1;;anklicken;cliquer sur;to click on;Klicken Sie das grüne Feld an.;Cliquez sur la case verte.;Click the green box.
verbe;B1;;ankreuzen;cocher;to tick, to check;Kreuzen Sie die richtige Antwort an.;Cochez la bonne réponse.;Tick the correct answer.
verbe;B1;;ankündigen;annoncer;to announce;Die Firma kündigt neue Preise an.;L'entreprise annonce de nouveaux prix.;The company announces new prices.
verbe;B1;;anschließen;brancher, raccorder;to connect;Ich schließe den Drucker an den Computer an.;Je branche l'imprimante sur l'ordinateur.;I connect the printer to the computer.
verbe;B1;;anstellen;"embaucher ; mettre en marche";"to employ; to turn on";Die Firma stellt zehn Leute an.;L'entreprise embauche dix personnes.;The company employs ten people.
verbe;B1;;aufladen;recharger;to charge (a battery);Ich lade mein Handy jede Nacht auf.;Je recharge mon téléphone chaque nuit.;I charge my phone every night.
verbe;B1;;ausreichen;suffire;to be sufficient;Das Geld reicht bis zum Monatsende aus.;L'argent suffit jusqu'à la fin du mois.;The money is enough until the end of the month.
verbe;B1;;blitzen;faire des éclairs;to flash (lightning);Draußen blitzt es schon.;Dehors, il y a déjà des éclairs.;There's already lightning outside.
verbe;B1;;bloggen;bloguer;to blog;Sie bloggt über das Reisen.;Elle blogue sur les voyages.;She blogs about travelling.
verbe;B1;;campen;camper;to camp;Im Sommer campen wir am See.;En été, nous campons au bord du lac.;In summer we camp by the lake.
verbe;B1;;checken;vérifier;to check;Ich checke schnell meine E-Mails.;Je vérifie vite mes courriels.;I'll quickly check my emails.
verbe;B1;;darstellen;représenter, interpréter;to depict, to portray;Das Bild stellt eine Stadt im Winter dar.;Le tableau représente une ville en hiver.;The picture depicts a city in winter.
verbe;B1;;dekorieren;décorer;to decorate;Wir dekorieren den Saal für das Fest.;Nous décorons la salle pour la fête.;We're decorating the hall for the party.
verbe;B1;;dienen;servir (à);to serve;Wozu dient dieser Knopf?;À quoi sert ce bouton ?;What is this button for?
verbe;B1;;donnern;tonner;to thunder;Es donnert seit einer Stunde.;Il tonne depuis une heure.;It has been thundering for an hour.
verbe;B1;;duzen;tutoyer;to address informally;Im Verein duzen sich alle.;Dans l'association, tout le monde se tutoie.;In the club everyone is on first-name terms.
verbe;B1;;einführen;introduire, instaurer;to introduce;Die Schule führt neue Regeln ein.;L'école instaure de nouvelles règles.;The school is introducing new rules.
verbe;B1;;einrichten;aménager, meubler;to furnish, to set up;Wir richten die Wohnung neu ein.;Nous réaménageons l'appartement.;We're refurnishing the flat.
verbe;B1;;fassen;"saisir ; contenir";"to grasp; to hold";Der Saal fasst dreihundert Personen.;La salle contient trois cents personnes.;The hall holds three hundred people.
verbe;B1;;faulenzen;paresser, ne rien faire;to laze around;Im Urlaub faulenze ich am liebsten.;En vacances, j'aime surtout ne rien faire.;On holiday I like lazing around best.
verbe;B1;;feststehen;être établi, être certain;to be certain, to be fixed;Der Termin steht noch nicht fest.;La date n'est pas encore fixée.;The date isn't fixed yet.
verbe;B1;;googeln;chercher sur Internet;to google;Das Wort google ich schnell.;Je cherche vite ce mot sur Internet.;I'll quickly google that word.
verbe;B1;;grillieren;griller, faire un barbecue;to grill, to barbecue;Am Samstag grillieren wir im Garten.;Samedi, nous faisons un barbecue au jardin.;On Saturday we're barbecuing in the garden.
verbe;B1;;hageln;grêler;to hail;Im Juni hagelt es manchmal.;En juin, il grêle parfois.;In June it sometimes hails.
verbe;B1;;klettern;grimper, escalader;to climb;Die Kinder klettern auf den Baum.;Les enfants grimpent à l'arbre.;The children climb the tree.
verbe;B1;;mailen;envoyer par courriel;to email;Ich maile dir die Adresse.;Je t'envoie l'adresse par courriel.;I'll email you the address.
verbe;B1;;parkieren;se garer, stationner;to park;Hier darf man nicht parkieren.;Ici, on n'a pas le droit de stationner.;You may not park here.
verbe;B1;;realisieren;réaliser, mettre en œuvre;to realise, to carry out;Wir realisieren das Projekt im Herbst.;Nous réalisons le projet à l'automne.;We're carrying out the project in autumn.
