niveau;infinitif;traduction;regime;preposition;sans_complement;reflechi;temps;phrase_de;phrase_fr;phrase_en
B1;verbinden;relier, mettre en relation (au téléphone);Akkusativ;mit + Dativ;;;Perfekt;Die Kollegin hat mich mit der Redaktion verbunden.;La collègue m'a mis en relation avec la rédaction.;The colleague connected me with the editorial office.
B1;verbinden;relier, mettre en relation (au téléphone);Akkusativ;mit + Dativ;;;Präteritum;Die Kollegin verband mich mit der Redaktion.;La collègue m'a mis en relation avec la rédaction.;The colleague connected me with the editorial office.
B1;verbinden;relier, mettre en relation (au téléphone);Akkusativ;mit + Dativ;;;Konjunktiv II;Ich würde Sie gern mit der Redaktion verbinden.;Je vous mettrais volontiers en relation avec la rédaction.;I would gladly connect you with the editorial office.
B1;abhängen;dépendre (de qch);;von + Dativ;;;Präsens;Der Preis hängt von der Saison ab.;Le prix dépend de la saison.;The price depends on the season.
B1;abhängen;dépendre (de qch);;von + Dativ;;;Perfekt;Der Preis hat immer von der Saison abgehangen.;Le prix a toujours dépendu de la saison.;The price has always depended on the season.
B1;abhängen;dépendre (de qch);;von + Dativ;;;Präteritum;Der Preis hing von der Saison ab.;Le prix dépendait de la saison.;The price depended on the season.
B1;abhängen;dépendre (de qch);;von + Dativ;;;Konjunktiv II;Ohne Hochsaison würde der Preis kaum schwanken.;Sans haute saison, le prix varierait à peine.;Without a high season, the price would hardly vary.
B1;sich auskennen;s'y connaître (en qch);;in + Dativ;;oui;Präsens;Der Stadtführer kennt sich in der Altstadt bestens aus.;Le guide touristique connaît parfaitement la vieille ville.;The city guide knows the old town very well.
B1;sich auskennen;s'y connaître (en qch);;in + Dativ;;oui;Perfekt;Der Stadtführer hat sich in der Altstadt bestens ausgekannt.;Le guide connaissait parfaitement la vieille ville.;The city guide knew the old town very well.
B1;sich auskennen;s'y connaître (en qch);;in + Dativ;;oui;Präteritum;Der Stadtführer kannte sich in der Altstadt bestens aus.;Le guide connaissait parfaitement la vieille ville.;The city guide knew the old town very well.
B1;sich auskennen;s'y connaître (en qch);;in + Dativ;;oui;Konjunktiv II;In dieser Stadt würde ich mich schnell auskennen.;Dans cette ville, je m'y retrouverais vite.;In this city, I would find my way around quickly.
B1;sich beschränken;se limiter (à qch);;auf + Akkusativ;;oui;Präsens;Die Führung beschränkt sich auf das historische Zentrum.;La visite se limite au centre historique.;The tour is limited to the historic center.
B1;sich beschränken;se limiter (à qch);;auf + Akkusativ;;oui;Perfekt;Die Führung hat sich auf das historische Zentrum beschränkt.;La visite s'est limitée au centre historique.;The tour was limited to the historic center.
B1;sich beschränken;se limiter (à qch);;auf + Akkusativ;;oui;Präteritum;Die Führung beschränkte sich auf das historische Zentrum.;La visite se limitait au centre historique.;The tour was limited to the historic center.
B1;sich beschränken;se limiter (à qch);;auf + Akkusativ;;oui;Konjunktiv II;Ich würde mich auf zwei Museen beschränken.;Je me limiterais à deux musées.;I would limit myself to two museums.
B1;unter sich bleiben;rester entre soi;;;oui;;Präsens;In diesem Viertel bleiben die Bewohner gern unter sich.;Dans ce quartier, les habitants aiment rester entre eux.;In this neighborhood the residents like to keep to themselves.
B1;unter sich bleiben;rester entre soi;;;oui;;Perfekt;Die Bewohner sind lange unter sich geblieben.;Les habitants sont longtemps restés entre eux.;The residents kept to themselves for a long time.
B1;unter sich bleiben;rester entre soi;;;oui;;Präteritum;Die Bewohner blieben gern unter sich.;Les habitants aimaient rester entre eux.;The residents liked to keep to themselves.
B1;unter sich bleiben;rester entre soi;;;oui;;Konjunktiv II;Ohne die neuen Cafés würden die Bewohner unter sich bleiben.;Sans les nouveaux cafés, les habitants resteraient entre eux.;Without the new cafés, the residents would keep to themselves.
B1;sich drehen;tourner, porter (sur un sujet);;um + Akkusativ;;oui;Präsens;Das Gespräch dreht sich meistens um die Stadtgeschichte.;La conversation tourne surtout autour de l'histoire de la ville.;The conversation mostly revolves around the city's history.
B1;sich drehen;tourner, porter (sur un sujet);;um + Akkusativ;;oui;Perfekt;Das Gespräch hat sich um die Stadtgeschichte gedreht.;La conversation a tourné autour de l'histoire de la ville.;The conversation revolved around the city's history.
B1;sich drehen;tourner, porter (sur un sujet);;um + Akkusativ;;oui;Präteritum;Das Gespräch drehte sich um die Stadtgeschichte.;La conversation tournait autour de l'histoire de la ville.;The conversation revolved around the city's history.
B1;sich drehen;tourner, porter (sur un sujet);;um + Akkusativ;;oui;Konjunktiv II;Bei einem Stadtrundgang würde sich alles um die Geschichte drehen.;Lors d'une visite de la ville, tout tournerait autour de l'histoire.;On a city walk, everything would revolve around the history.
B1;sich freinehmen;prendre congé, se libérer;Akkusativ;;;oui;Präsens;Sie nimmt sich für die Stadtführung einen Nachmittag frei.;Elle se libère un après-midi pour la visite guidée.;She takes an afternoon off for the city tour.
B1;sich freinehmen;prendre congé, se libérer;Akkusativ;;;oui;Perfekt;Sie hat sich für die Stadtführung einen Nachmittag freigenommen.;Elle s'est libéré un après-midi pour la visite guidée.;She took an afternoon off for the city tour.
B1;sich freinehmen;prendre congé, se libérer;Akkusativ;;;oui;Präteritum;Sie nahm sich für die Stadtführung einen Nachmittag frei.;Elle se libérait un après-midi pour la visite guidée.;She took an afternoon off for the city tour.
B1;sich freinehmen;prendre congé, se libérer;Akkusativ;;;oui;Konjunktiv II;Für diese Führung würde ich mir einen Tag freinehmen.;Pour cette visite, je prendrais une journée de congé.;For this tour, I would take a day off.
B1;zu tun haben;avoir affaire (à qch/qn);;mit + Dativ;;;Präsens;Sein Beruf hat viel mit Tourismus zu tun.;Son métier a beaucoup à voir avec le tourisme.;His job has a lot to do with tourism.
B1;zu tun haben;avoir affaire (à qch/qn);;mit + Dativ;;;Perfekt;Sein Beruf hat immer viel mit Tourismus zu tun gehabt.;Son métier a toujours eu beaucoup à voir avec le tourisme.;His job has always had a lot to do with tourism.
B1;zu tun haben;avoir affaire (à qch/qn);;mit + Dativ;;;Präteritum;Sein Beruf hatte viel mit Tourismus zu tun.;Son métier avait beaucoup à voir avec le tourisme.;His job had a lot to do with tourism.
B1;zu tun haben;avoir affaire (à qch/qn);;mit + Dativ;;;Konjunktiv II;Dieser Job würde viel mit Menschen zu tun haben.;Ce travail aurait beaucoup à voir avec les gens.;This job would have a lot to do with people.
B1;verurteilen;condamner;Akkusativ;zu + Dativ;;;Präsens;Das Gericht verurteilt den Mann zu einer Geldstrafe.;Le tribunal condamne l'homme à une amende.;The court sentences the man to a fine.
B1;verurteilen;condamner;Akkusativ;zu + Dativ;;;Perfekt;Das Gericht hat den Mann zu einer Geldstrafe verurteilt.;Le tribunal a condamné l'homme à une amende.;The court sentenced the man to a fine.
B1;verurteilen;condamner;Akkusativ;zu + Dativ;;;Präteritum;Das Gericht verurteilte den Mann zu einer Geldstrafe.;Le tribunal a condamné l'homme à une amende.;The court sentenced the man to a fine.
B1;verurteilen;condamner;Akkusativ;zu + Dativ;;;Konjunktiv II;Ein anderes Gericht würde ihn milder verurteilen.;Un autre tribunal le condamnerait plus légèrement.;Another court would sentence him more leniently.
B1;abstimmen;voter;;über + Akkusativ;;;Präsens;Am Sonntag stimmen die Bürger über das neue Gesetz ab.;Dimanche, les citoyens votent sur la nouvelle loi.;On Sunday, citizens vote on the new law.
B1;abstimmen;voter;;über + Akkusativ;;;Perfekt;Die Bürger haben über das neue Gesetz abgestimmt.;Les citoyens ont voté sur la nouvelle loi.;The citizens voted on the new law.
B1;abstimmen;voter;;über + Akkusativ;;;Präteritum;Die Bürger stimmten über das neue Gesetz ab.;Les citoyens votaient sur la nouvelle loi.;The citizens voted on the new law.
B1;abstimmen;voter;;über + Akkusativ;;;Konjunktiv II;Über diese Frage würde ich gern abstimmen.;J'aimerais voter sur cette question.;I would like to vote on this question.
B1;ausbilden;former (professionnellement);Akkusativ;;;;Präsens;Die Firma bildet jedes Jahr zehn Lehrlinge aus.;L'entreprise forme dix apprentis chaque année.;The company trains ten apprentices every year.
B1;ausbilden;former (professionnellement);Akkusativ;;;;Perfekt;Die Firma hat jedes Jahr zehn Lehrlinge ausgebildet.;L'entreprise a formé dix apprentis chaque année.;The company trained ten apprentices every year.
B1;ausbilden;former (professionnellement);Akkusativ;;;;Präteritum;Die Firma bildete jedes Jahr zehn Lehrlinge aus.;L'entreprise formait dix apprentis chaque année.;The company trained ten apprentices every year.
B1;ausbilden;former (professionnellement);Akkusativ;;;;Konjunktiv II;Mit mehr Personal würde die Firma mehr Lehrlinge ausbilden.;Avec plus de personnel, l'entreprise formerait plus d'apprentis.;With more staff, the company would train more apprentices.
B1;befristen;limiter dans le temps;Akkusativ;auf + Akkusativ;;;Präsens;Die Firma befristet den Arbeitsvertrag auf ein Jahr.;L'entreprise limite le contrat de travail à un an.;The company limits the employment contract to one year.
B1;befristen;limiter dans le temps;Akkusativ;auf + Akkusativ;;;Perfekt;Die Firma hat den Arbeitsvertrag auf ein Jahr befristet.;L'entreprise a limité le contrat de travail à un an.;The company limited the employment contract to one year.
B1;befristen;limiter dans le temps;Akkusativ;auf + Akkusativ;;;Präteritum;Die Firma befristete den Arbeitsvertrag auf ein Jahr.;L'entreprise limitait le contrat de travail à un an.;The company limited the employment contract to one year.
B1;befristen;limiter dans le temps;Akkusativ;auf + Akkusativ;;;Konjunktiv II;Diesen Vertrag würde ich nicht befristen.;Je ne limiterais pas ce contrat dans le temps.;I would not put a time limit on this contract.
B1;einbürgern;naturaliser;Akkusativ;;;;Präsens;Der Staat bürgert jedes Jahr Tausende Menschen ein.;L'État naturalise des milliers de personnes chaque année.;The state naturalizes thousands of people every year.
B1;einbürgern;naturaliser;Akkusativ;;;;Perfekt;Der Staat hat letztes Jahr Tausende Menschen eingebürgert.;L'État a naturalisé des milliers de personnes l'an dernier.;Last year the state naturalized thousands of people.
B1;einbürgern;naturaliser;Akkusativ;;;;Präteritum;Der Staat bürgerte jedes Jahr Tausende Menschen ein.;L'État naturalisait des milliers de personnes chaque année.;The state naturalized thousands of people every year.
B1;einbürgern;naturaliser;Akkusativ;;;;Konjunktiv II;Mit einfacheren Regeln würde der Staat mehr Menschen einbürgern.;Avec des règles plus simples, l'État naturaliserait plus de personnes.;With simpler rules, the state would naturalize more people.
B1;sich etwas überlegen;réfléchir à qch;Akkusativ;;;oui;Präsens;Sie überlegt sich, ob sie sich einbürgern lässt.;Elle réfléchit à demander la naturalisation.;She is thinking over whether to apply for naturalization.
B1;sich etwas überlegen;réfléchir à qch;Akkusativ;;;oui;Perfekt;Sie hat sich lange überlegt, ob sie den Antrag stellt.;Elle a longtemps réfléchi à déposer la demande.;She thought for a long time about filing the application.
B1;sich etwas überlegen;réfléchir à qch;Akkusativ;;;oui;Präteritum;Sie überlegte sich lange, ob sie den Antrag stellt.;Elle réfléchissait longuement à déposer la demande.;She thought for a long time about filing the application.
B1;sich etwas überlegen;réfléchir à qch;Akkusativ;;;oui;Konjunktiv II;Diesen Schritt würde ich mir gut überlegen.;Je réfléchirais bien à cette démarche.;I would think this step over carefully.
B1;sich vorbereiten;se préparer à;;auf + Akkusativ;;oui;Präsens;Ich bereite mich auf die Prüfung vor.;Je me prépare à l'examen.;I'm preparing for the exam.
B1;sich vorbereiten;se préparer à;;auf + Akkusativ;;oui;Perfekt;Er hat sich gut auf das Gespräch vorbereitet.;Il s'est bien préparé à l'entretien.;He prepared well for the interview.
B1;sich vorbereiten;se préparer à;;auf + Akkusativ;;oui;Präteritum;Wir bereiteten uns wochenlang darauf vor.;Nous nous y sommes préparés pendant des semaines.;We prepared for it for weeks.
B1;sich vorbereiten;se préparer à;;auf + Akkusativ;;oui;Konjunktiv II;Ich würde mich besser darauf vorbereiten.;Je m'y préparerais mieux.;I would prepare for it better.
B1;sich melden;donner de ses nouvelles, se manifester;;bei + Dativ;;oui;Präsens;Ich melde mich morgen bei dir.;Je te donne des nouvelles demain.;I'll get in touch with you tomorrow.
B1;sich melden;donner de ses nouvelles, se manifester;;bei + Dativ;;oui;Perfekt;Er hat sich seit Wochen nicht gemeldet.;Il n'a pas donné de nouvelles depuis des semaines.;He hasn't been in touch for weeks.
B1;sich melden;donner de ses nouvelles, se manifester;;bei + Dativ;;oui;Präteritum;Sie meldete sich sofort bei der Polizei.;Elle s'est immédiatement manifestée auprès de la police.;She reported to the police immediately.
B1;sich melden;donner de ses nouvelles, se manifester;;bei + Dativ;;oui;Konjunktiv II;An deiner Stelle würde ich mich melden.;À ta place, je donnerais signe de vie.;In your place I would get in touch.
B1;sich halten;s'en tenir à, respecter;;an + Akkusativ;;oui;Präsens;Ich halte mich an die Regeln.;Je m'en tiens aux règles.;I stick to the rules.
B1;sich halten;s'en tenir à, respecter;;an + Akkusativ;;oui;Perfekt;Er hat sich nicht an die Abmachung gehalten.;Il n'a pas respecté l'accord.;He didn't stick to the agreement.
B1;sich halten;s'en tenir à, respecter;;an + Akkusativ;;oui;Präteritum;Sie hielt sich genau an den Plan.;Elle s'en est tenue exactement au plan.;She stuck exactly to the plan.
B1;sich halten;s'en tenir à, respecter;;an + Akkusativ;;oui;Konjunktiv II;Ich würde mich an den Vertrag halten.;Je m'en tiendrais au contrat.;I would stick to the contract.
B1;sich verstehen;bien s'entendre avec;;mit + Dativ;;oui;Präsens;Ich verstehe mich gut mit meinen Kollegen.;Je m'entends bien avec mes collègues.;I get along well with my colleagues.
B1;sich verstehen;bien s'entendre avec;;mit + Dativ;;oui;Perfekt;Wir haben uns von Anfang an gut verstanden.;Nous nous sommes bien entendus dès le début.;We got along well from the start.
B1;sich verstehen;bien s'entendre avec;;mit + Dativ;;oui;Präteritum;Sie verstanden sich auf Anhieb.;Ils se sont entendus tout de suite.;They hit it off immediately.
B1;sich verstehen;bien s'entendre avec;;mit + Dativ;;oui;Konjunktiv II;Mit ihm würde ich mich sicher gut verstehen.;Avec lui, je m'entendrais sûrement bien.;I would surely get along well with him.
B1;sich legen;"s'allonger ; se calmer (vent, colère)";;;;oui;Präsens;Ich lege mich aufs Sofa.;Je m'allonge sur le canapé.;I lie down on the sofa.
B1;sich legen;"s'allonger ; se calmer (vent, colère)";;;;oui;Perfekt;Der Sturm hat sich gelegt.;La tempête s'est calmée.;The storm has died down.
